"address","location/lat","location/lng","name","numberOfGuests","pricing/nights","pricing/rate/amount","pricing/rate/amountFormatted","pricing/rate/currency","pricing/rate/isMicrosAccuracy","pricing/rateType","pricing/totalPrice/accommodation","pricing/totalPrice/amount","pricing/totalPrice/amountFormatted","pricing/totalPrice/cleaningFee","pricing/totalPrice/currency","pricing/totalPrice/guestFee","roomType","stars","url"
"Paris, Île-de-France, France","48.88309","2.33078","Hotel Joke*** Standard Single room","1","1","173","$173","USD","false","nightly","173","173","$173",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38925093"
"Paris, Île-de-France, France","48.87243","2.34335","Hotel Acadia*** Double room","2","1","145","$145","USD","false","nightly","145","145","$145",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/38748871"
"Paris, Île-de-France, France","48.873","2.31","Hotel Le 123 Elysees**** - Standard Single room","1","1","175","$175","USD","false","nightly","175","175","$175",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38889095"
"Paris, Île-de-France, France","48.87845","2.33376","Hotel Monterosa*** - Standard Single room","1","1","142","$142","USD","false","nightly","142","142","$142",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38928433"
"Paris, Île-de-France, France","48.87371","2.31905","Classic Room","2","1","217","$217","USD","false","nightly","217","217","$217",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35898526"
"Paris, Île-de-France, France","48.844","2.289","Superb room for solo traveler","1","1","162","$162","USD","false","nightly","162","162","$162",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35177050"
"Paris, Île-de-France, France","48.86767","2.35043","Apartment in the heart of Paris","2","1","203","$203","USD","false","nightly","138","203","$203","40","USD","25","Entire rental unit","4.5","https://www.airbnb.com/rooms/6234587"
"Paris, Île-de-France, France","48.854","2.381","Arty Room","2","1","213","$213","USD","false","nightly","213","213","$213",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/21810459"
"Paris, Île-de-France, France","48.88036","2.33728","Hotel George*** Standard Double room","2","1","137","$137","USD","false","nightly","137","137","$137",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38929601"
"Paris, Île-de-France, France","48.878","2.328","Warm atmosphere room in the heart of Paris","2","1","226","$226","USD","false","nightly","226","226","$226",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/18305959"
"Paris, Île-de-France, France","48.847","2.289","K-osy double room perfect for 2!","2","1","232","$232","USD","false","nightly","232","232","$232",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35813040"
"Paris, Île-de-France, France","48.858","2.35","★ Beautiful Business Room","1","1","226","$226","USD","false","nightly","226","226","$226",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/46235334"
"Paris, Île-de-France, France","48.873","2.308","Bradford Elysees**** Superior Twin room","2","1","240","$240","USD","false","nightly","240","240","$240",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/38902134"
"Paris, Île-de-France, France","48.86279","2.34558","Beautiful Bedroom with bath, heart of Paris","2","1","204","$204","USD","false","nightly","139","204","$204","40","USD","25","Private room in rental unit","5","https://www.airbnb.com/rooms/31830475"
"Paris, Île-de-France, France","48.871","2.339","Room with double bed in heart of the Opera","2","1","199","$199","USD","false","nightly","199","199","$199",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/52298644"
"Paris, Île-de-France, France","48.843","2.307","Deluxe room with bathtub","2","1","175","$175","USD","false","nightly","175","175","$175",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/52849430"
"Paris, Île-de-France, France","48.86616","2.29161","Superior room next Trocadéro |  Villa Ambassadeurs","2","1","237","$237","USD","false","nightly","237","237","$237",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35441262"
"Paris, Île-de-France Region, France","48.843","2.307","contemporary room with two single beds","2","1","162","$162","USD","false","nightly","162","162","$162",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/26983107"
"Paris, Île-de-France, France","48.86464","2.36729","CHAMBRE SUR COUR","2","1","246","$246","USD","false","nightly","246","246","$246",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/45857503"
"Paris, Île-de-France, France","48.88096","2.32364","Hotel Astoria*** Superior Double room","2","1","149","$149","USD","false","nightly","149","149","$149",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/38896346"
"Paris, Île-de-France, France","48.882","2.332","Hotel Josephine by HappyCulture - Double Room","2","1","184","$184","USD","false","nightly","184","184","$184",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/40629165"
"Paris, Île-de-France, France","48.881","2.362","Cosy Room for 1 person","1","1","179","$179","USD","false","nightly","179","179","$179",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35145340"
"Paris, Île-de-France, France","48.85","2.292","Single Room center of Paris | Hotel Eiffel Capitol","1","1","143","$143","USD","false","nightly","143","143","$143",,"USD","0","Room in hotel",,"https://www.airbnb.com/rooms/52873612"
"Paris, France","48.873","2.36","Jolie chambre cosy avec un lit double, proche de la gare du Nord, situation idéale pour visiter Paris.","2","1","190","$190","USD","false","nightly","190","190","$190",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/26316849"
"Paris, Île-de-France, France","48.833","2.355","Superb room for 2","2","1","162","$162","USD","false","nightly","162","162","$162",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35149159"
"Paris, France","48.88","2.302","A colorful stay*** - Free breakfast","2","1","232","$232","USD","false","nightly","232","232","$232",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/26025972"
"Paris, France","48.86137","2.34322","Nice room in the heart of Paris!","2","1","247","$247","USD","false","nightly","247","247","$247",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/26119269"
"Paris, Île-de-France, France","48.879","2.343","★ Club room with Queen size bed","2","1","207","$207","USD","false","nightly","207","207","$207",,"USD","0","Room in hotel","5","https://www.airbnb.com/rooms/53603105"
"Paris, Paris province, France","48.864","2.357","Studio with a terrace in the Haut-Marais","2","1","229","$229","USD","false","nightly","229","229","$229",,"USD","0","Entire rental unit","4","https://www.airbnb.com/rooms/21581143"
"Paris, Île-de-France, France","48.854","2.337","One guest room - heart of Saint-Germain des Prés","1","1","162","$162","USD","false","nightly","142","162","$162",,"USD","20","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/20729833"
"Paris, Île-de-France, France","48.841","2.313","Hotel Korner Montparnasse - Double Room","2","1","197","$197","USD","false","nightly","197","197","$197",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35831302"
"Paris, Île-de-France, France","48.887","2.314","Chambre Privée à Paris","2","1","185","$185","USD","false","nightly","185","185","$185",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/39906150"
"Paris, Île-de-France, France","48.877","2.296","Double p. déjeuner offert près des Champs Elysées","2","1","223","$223","USD","false","nightly","223","223","$223",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/24484145"
"Paris, Île-de-France, France","48.88516","2.33508","Single room (courtyard) with private bathroom","1","1","157","$157","USD","false","nightly","138","157","$157",,"USD","19","Room in boutique hotel","4","https://www.airbnb.com/rooms/17883503"
"Paris, Île-de-France, France","48.839","2.393","Cosy twin room in Paris 12e with balcony","2","1","223","$223","USD","false","nightly","223","223","$223",,"USD","0","Private room in hostel","4.5","https://www.airbnb.com/rooms/40193793"
"Paris, Île-de-France Region, France","48.889","2.35","Play One - Trendy Room","1","1","223","$223","USD","false","nightly","223","223","$223",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/30952418"
"Paris, Île-de-France, France","48.83032280611752","2.331528256392303","House with garden in Paris 14ème","2","1","209","$209","USD","false","nightly","149","209","$209","30","USD","30","Private room in villa","4.5","https://www.airbnb.com/rooms/7144989"
"Paris, Île-de-France, France","48.834","2.318","Chambre Single Confort","1","1","140","$140","USD","false","nightly","140","140","$140",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/40996589"
"Paris, Paris province, France","48.864","2.357","Gorgeous studio in the Marais","3","1","218","$218","USD","false","nightly","218","218","$218",,"USD","0","Entire rental unit","3.5","https://www.airbnb.com/rooms/21581160"
"Paris, Île-de-France, France","48.83222","2.35602","HÔTEL COYPEL PARIS - CHAMBRE DOUBLE STD","2","1","154","$154","USD","false","nightly","154","154","$154",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/49120953"
"Paris, Île-de-France Region, France","48.881","2.329","Spacious Room with Twin Beds","2","1","188","$188","USD","false","nightly","188","188","$188",,"USD",,"Room in hotel","5","https://www.airbnb.com/rooms/32627091"
"Paris, France","48.83732","2.35381","Single classique Quartier Latin","1","1","218","$218","USD","false","nightly","218","218","$218",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/26416704"
"Issy-les-Moulineaux, Île-de-France Region, France","48.829","2.283","Hotel room 5 min from Paris Porte de Versailles","1","1","155","$155","USD","false","nightly","155","155","$155",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/31372632"
"Paris, Île-de-France, France","48.879","2.343","★Double classic bedroom","2","1","196","$196","USD","false","nightly","196","196","$196",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/53717301"
"-, Paris, France","48.88","2.351","Chambre double dans un hôtel 4* refait à neuf","2","1","205","$205","USD","false","nightly","205","205","$205",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/32632353"
"Paris, Île-de-France, France","48.878","2.328","Comfortable room near Galeries Lafayette","2","1","233","$233","USD","false","nightly","233","233","$233",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/21144123"
"Puteaux, Île-de-France, France","48.88427","2.24414","Chambre 2 personnes 10 minutes des Champs Elysées","2","1","160","$160","USD","false","nightly","160","160","$160",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/36859008"
"Paris, Île-de-France, France","48.87421","2.35769","chambre triple","3","1","168","$168","USD","false","nightly","168","168","$168",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/46015798"
"Paris, Île-de-France, France","48.87798","2.39355","Appartement Calme et Lumineux - Buttes Chaumont","1","1","181","$181","USD","false","nightly","149","181","$181","10","USD","22","Private room in rental unit",,"https://www.airbnb.com/rooms/44509265"
"Paris, Île-de-France Region, France","48.8506","2.38967","Glamorous Room in Bastille with Free Breakfast","2","1","227","$227","USD","false","nightly","227","227","$227",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/30727206"
"Paris, Île-de-France, France","48.86599","2.36674","CHAMBRE SOUS LES ETOILES","2","1","256","$256","USD","false","nightly","256","256","$256",,"USD","0","Room in hotel",,"https://www.airbnb.com/rooms/45856838"
"Paris, Île-de-France, France","48.844","2.323","Club Room","2","1","197","$197","USD","false","nightly","197","197","$197",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/41343679"
"Paris, Île-de-France, France","48.88","2.32","Single Room center of Paris | Hotel New Orient","1","1","169","$169","USD","false","nightly","169","169","$169",,"USD","0","Room in hotel",,"https://www.airbnb.com/rooms/52875033"
"Paris, Île-de-France Region, France","48.82992","2.29953","Confort Double","2","1","171","$171","USD","false","nightly","171","171","$171",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/31304281"
"Neuilly-sur-Seine, France","48.882","2.277","Cosy Double room near Champs-Elysées","2","1","178","$178","USD","false","nightly","178","178","$178",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/26771564"
"Paris, Île-de-France, France","48.885","2.336","Chambre twin 2 personnes plein coeur Montmartre","2","1","192","$192","USD","false","nightly","192","192","$192",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/42217196"
"Paris, Île-de-France, France","48.83848","2.39002","Chambre double en plein coeur de Paris","2","1","257","$257","USD","false","nightly","257","257","$257",,"USD","0","Room in hotel","5","https://www.airbnb.com/rooms/52869538"
"Paris, Île-de-France, France","48.826","2.323","★ Superb Tradition Room","2","1","185","$185","USD","false","nightly","185","185","$185",,"USD","0","Room in hotel","5","https://www.airbnb.com/rooms/50279247"
"Ivry-sur-Seine, Île-de-France, France","48.80843","2.39225","La Princesse d'Aremberg, Chambre avec Jacuzzi","2","1","218","$218","USD","false","nightly","218","218","$218",,"USD","0","Private room in castle","5","https://www.airbnb.com/rooms/45824933"
"Paris, Île-de-France, France","48.884","2.345","Bellevue Triple Room","4","1","232","$232","USD","false","nightly","232","232","$232",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/39290632"
"Paris, Île-de-France, France","48.887","2.314","Superior Twin room in the heart of Les Batignolles","2","1","204","$204","USD","false","nightly","204","204","$204",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/47041313"
"Paris, Île-de-France, France","48.84963","2.26533","Chambre Simple, calme, quartier Auteuil","1","1","156","$156","USD","false","nightly","156","156","$156",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/52649312"
"Paris, Île-de-France Region, France","48.852","2.391","Your Parisian Room near Nation with Breakfast","2","1","226","$226","USD","false","nightly","226","226","$226",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/31847549"
"Paris, Île-de-France, France","48.853","2.401","JO&JOE - Private Ensuite Bedroom for 3 people","3","1","223","$223","USD","false","nightly","223","223","$223",,"USD","0","Private room in hostel","4.5","https://www.airbnb.com/rooms/45338467"
"Paris, Île-de-France, France","48.86972","2.39436","Supérieure Twin","2","1","202","$202","USD","false","nightly","202","202","$202",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/41393964"
"Paris, Île-de-France, France","48.879","2.343","★ Lovely spacious superior room","2","1","196","$196","USD","false","nightly","196","196","$196",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/53602038"
"Paris, Île-de-France, France","48.83543","2.32635","Hôtel Clairefontaine, Twin Room","2","1","211","$211","USD","false","nightly","211","211","$211",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/42068078"
"Paris, Île-de-France Region, France","48.884","2.298","Séjour calme & raffiné pour 2","2","1","148","$148","USD","false","nightly","148","148","$148",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/31397265"
"Paris, Île-de-France, France","48.875","2.326","Saint-Lazare - Opera 32: apartment for 2","2","1","217","$217","USD","false","nightly","197","217","$217","20","USD","0","Entire rental unit","3.5","https://www.airbnb.com/rooms/29003539"
"Paris, Île-de-France, France","48.844","2.289","Chambre Tradition Twin","2","1","190","$190","USD","false","nightly","190","190","$190",,"USD",,"Room in boutique hotel","3.5","https://www.airbnb.com/rooms/35177067"
"., Paris, France","48.824","2.331","Charming oriental style room w/ free breakfast","2","1","233","$233","USD","false","nightly","233","233","$233",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/23517101"
"Puteaux, Île-de-France, France","48.88233","2.24414","Jolie Chambre 10 minutes des Champs Elysées","2","1","195","$195","USD","false","nightly","195","195","$195",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/36859010"
"Paris, Île-de-France, France","48.844","2.323","Classic Plus Room","2","1","197","$197","USD","false","nightly","197","197","$197",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/41002623"
"Gentilly, Île-de-France Region, France","48.816","2.338","JO&JOE - Deluxe Double Room - Private Terrace","2","1","146","$146","USD","false","nightly","146","146","$146",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/32204594"
"Saint-Ouen, Île-de-France, France","48.90742","2.32383","Saint-Ouen, superbe appart' familial, proche Paris","4",,,,,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/53573681"
"Paris, France","48.882","2.332","L'élégance parisienne à votre service!","2","1","228","$228","USD","false","nightly","228","228","$228",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/26150466"
"Paris, Île-de-France, France","48.884","2.345","Bellevue Double Room","2","1","178","$178","USD","false","nightly","178","178","$178",,"USD",,"Room in hotel","4","https://www.airbnb.com/rooms/39262610"
"Paris, Île-de-France, France","48.834","2.318","Chambre Exécutive","2","1","190","$190","USD","false","nightly","190","190","$190",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/40999504"
"SAINT-OUEN, France","48.913","2.324","Comfortable studio center of Saint-Ouen - M14/M13","2","1","140","$140","USD","false","nightly","140","140","$140",,"USD","0","Room in aparthotel","4.5","https://www.airbnb.com/rooms/49312153"
"Paris, France","48.87232","2.38402","Suite","4","1","249","$249","USD","false","nightly","249","249","$249",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/26115764"
"Paris, Île-de-France, France","48.88998","2.36132","Chambre Confort - proche Montmartre","2","1","197","$197","USD","false","nightly","197","197","$197",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/47590013"
"Paris, Île-de-France, France","48.869","2.289","Hôtel Victor Hugo Paris Kléber, Chambre Single","1","1","247","$247","USD","false","nightly","247","247","$247",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/36000101"
"Paris, Île-de-France, France","48.858","2.35","★ Superb Club Room","2","1","238","$238","USD","false","nightly","238","238","$238",,"USD","0","Room in hotel","2.5","https://www.airbnb.com/rooms/52732572"
"Paris, Île-de-France, France","48.881","2.299","★ Superb Superior Room","2","1","251","$251","USD","false","nightly","251","251","$251",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35178647"
"Paris, Île-de-France, France","48.8325","2.35752","HOTEL COYPEL PARIS - CHAMBRE TRIPLE","3","1","231","$231","USD","false","nightly","231","231","$231",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/49121057"
"ISSY-LES-MOULINEAUX, France","48.825","2.259","Ready-to-live-in Studio (2 PAX) near Central Paris","2","1","158","$158","USD","false","nightly","158","158","$158",,"USD","0","Room in aparthotel","4.5","https://www.airbnb.com/rooms/48389537"
"Paris, Île-de-France, France","48.868","2.289","Hotel Pastel, Discovery Room","2","1","247","$247","USD","false","nightly","247","247","$247",,"USD",,"Room in hotel","4","https://www.airbnb.com/rooms/37628964"
"Paris, Île-de-France, France","48.887","2.314","Romantic Balcony Room for 2 free BKFST in 4* Hotel","2","1","224","$224","USD","false","nightly","224","224","$224",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/39906632"
"Paris, Île-de-France, France","48.88381","2.34007","Appartement cosy et lumineux à Montmartre (40m2)","4","1","249","$249","USD","false","nightly","188","249","$249","30","USD","31","Entire rental unit","4.5","https://www.airbnb.com/rooms/20290330"
"Paris, Île-de-France, France","48.83445","2.35758","HOTEL COYPEL PARIS - CHAMBRE SINGLE","1","1","154","$154","USD","false","nightly","154","154","$154",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/49120868"
"Paris, Île-de-France, France","48.871","2.355","Pretty Room near Gare de l'Est","2","1","258","$258","USD","false","nightly","258","258","$258",,"USD",,"Room in boutique hotel","4","https://www.airbnb.com/rooms/35245264"
"Paris, France","48.88","2.334","Hotel Villa Boheme -  Twin room","2","1","216","$216","USD","false","nightly","216","216","$216",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/25497363"
"Paris, Île-de-France, France","48.824","2.327","★Cosy room with balcony","2","1","158","$158","USD","false","nightly","158","158","$158",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/53230700"
"Paris, Île-de-France, France","48.846","2.372","Chambre Twin - Club","2","1","205","$205","USD","false","nightly","205","205","$205",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35149699"
"Paris, Île-de-France, France","48.82698","2.37307","Chambre classique","2","1","173","$173","USD","false","nightly","173","173","$173",,"USD","0","Room in boutique hotel","4","https://www.airbnb.com/rooms/42008733"
"Paris, France","48.882","2.332","Cosy and quiet in a vibrant district","1","1","188","$188","USD","false","nightly","188","188","$188",,"USD","0","Room in boutique hotel","4","https://www.airbnb.com/rooms/26150459"
"Paris, Île-de-France, France","48.885","2.308","★ Executive room with balcony","2","1","229","$229","USD","false","nightly","229","229","$229",,"USD","0","Room in hotel","5","https://www.airbnb.com/rooms/53580903"
"Paris, Île-de-France, France","48.89114","2.30554","Cosy and well located flat in Paris","4","1","244","$244","USD","false","nightly","174","244","$244","40","USD","30","Entire rental unit","5","https://www.airbnb.com/rooms/1525559"
"Paris, Île-de-France, France","48.876","2.346","Single Room center Paris | Hotel Opéra Lafayette","1","1","164","$164","USD","false","nightly","164","164","$164",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/52874043"
"Paris, Île-de-France, France","48.877","2.327","Grand Hôtel du Havre***Triple Classique","3","1","177","$177","USD","false","nightly","177","177","$177",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/46611756"
"Clichy, Île-de-France, France","48.89979","2.30686","Chambre Cosy","2","1","179","$179","USD","false","nightly","179","179","$179",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/45682808"
"Paris, Île-de-France, France","48.83322","2.33007","Le vieux Paris (Denfert Rochereau)
Logement entier","5","1","249","$249","USD","false","nightly","198","249","$249","20","USD","31","Entire rental unit","4.5","https://www.airbnb.com/rooms/29022766"
"Paris, Île-de-France, France","48.882","2.332","Hotel Josephine by HappyCulture -  Superior Room","2","1","218","$218","USD","false","nightly","218","218","$218",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/40629652"
"Paris, Île-de-France, France","48.836","2.325","Hôtel Clairefontaine, Double Comfort Room","2","1","222","$222","USD","false","nightly","222","222","$222",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/42068102"
"Paris, Île-de-France, France","48.834","2.318","Superb room for two","2","1","157","$157","USD","false","nightly","157","157","$157",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/40998339"
"Paris, Île-de-France, France","48.844","2.289","Chambre Privilège","2","1","205","$205","USD","false","nightly","205","205","$205",,"USD",,"Room in boutique hotel","4","https://www.airbnb.com/rooms/35177077"
"Paris, Île-de-France, France","48.881","2.299","★ Superb Double Room","2","1","240","$240","USD","false","nightly","240","240","$240",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/50589065"
"Paris, Île-de-France, France","48.836","2.404","Hôtel l'Interlude Paris 12ème","2","1","156","$156","USD","false","nightly","156","156","$156",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/45627610"
"Saint-Cloud, Île-de-France, France","48.844","2.221","Comfort Studio | Hôtel Les Jardins De SaintCloud","2","1","209","$209","USD","false","nightly","209","209","$209",,"USD","0","Room in aparthotel","4.5","https://www.airbnb.com/rooms/50845566"
"Paris, Paris province, France","48.864","2.357","Studio with terrace in the Haut-Marais","2","1","218","$218","USD","false","nightly","218","218","$218",,"USD","0","Entire rental unit","4","https://www.airbnb.com/rooms/21581158"
"Puteaux, Île-de-France, France","48.88297","2.24473","Chambre à 2 pas de La Défense","1","1","151","$151","USD","false","nightly","151","151","$151",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/36859005"
"Paris, Île-de-France, France","48.86434","2.34399","Charmant studio lumineux en plein centre de Paris","2","1","283","$283","USD","false","nightly","248","283","$283",,"USD","35","Entire rental unit","5","https://www.airbnb.com/rooms/31535714"
"Paris, Île-de-France, France","48.826","2.323","★ Superb Classic Plus Room","2","1","175","$175","USD","false","nightly","175","175","$175",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/50278977"
"Paris, Île-de-France, France","48.884","2.323","★ Romantic Double Room","2","1","153","$153","USD","false","nightly","153","153","$153",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35178233"
"Paris, Île-de-France Region, France","48.84921","2.39152","Cosy Room in the heart of Paris #FreeBreakfast","2","1","197","$197","USD","false","nightly","197","197","$197",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/30727204"
"Paris, Île-de-France, France","48.882","2.322","Double Room center of Paris | Hotel Berne Opéra","2","1","147","$147","USD","false","nightly","147","147","$147",,"USD","0","Room in hotel",,"https://www.airbnb.com/rooms/52873045"
"Paris, France","48.879","2.339","Quirky Double Bedroom next to Montmartre","2","1","259","$259","USD","false","nightly","259","259","$259",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/24752343"
"Paris, Île-de-France, France","48.88051","2.33442","Hotel Joyce*** - Superior Twin room","2","1","220","$220","USD","false","nightly","220","220","$220",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38931350"
"Saint-Cloud, Île-de-France, France","48.844","2.221","Classical Studio | Hôtel Les Jardins De SaintCloud","2","1","189","$189","USD","false","nightly","189","189","$189",,"USD","0","Room in aparthotel","5","https://www.airbnb.com/rooms/50845673"
"Créteil, Île-de-France, France","48.80559","2.45251","[Nouveau] Suite « BODY LOVE » - Jacuzzi privatif","2","1","253","$253","USD","false","nightly","188","253","$253","34","USD","31","Entire condo","5","https://www.airbnb.com/rooms/54147810"
"Paris, Île-de-France, France","48.847","2.289","Chambre K-onviviale à lits jumeaux !","2","1","232","$232","USD","false","nightly","232","232","$232",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/43598997"
"Paris, Île-de-France, France","48.877","2.327","Grand Hôtel du Havre*** Chambre Double Classique","2","1","137","$137","USD","false","nightly","137","137","$137",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/46612376"
"Paris, Île-de-France, France","48.89032","2.36145","Chambre Confort","2","1","197","$197","USD","false","nightly","197","197","$197",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/38889718"
"Paris, Île-de-France, France","48.844","2.323","Executive Room","2","1","197","$197","USD","false","nightly","197","197","$197",,"USD","0","Room in hotel","5","https://www.airbnb.com/rooms/41003219"
"Paris, Île-de-France, France","48.873","2.308","Hotel Bradford Elysees**** Superior Double room","2","1","240","$240","USD","false","nightly","240","240","$240",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38902050"
"Paris, Île-de-France, France","48.83243","2.32296","Quiet and comfortable room near Montparnasse","2","1","172","$172","USD","false","nightly","172","172","$172",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/50554894"
"Paris, Île-de-France, France","48.86976","2.39617","Classique Double","2","1","186","$186","USD","false","nightly","186","186","$186",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/41393958"
"Clichy, Île-de-France, France","48.902","2.307","Studio Double 20m² Paris Clichy***","2","1","139","$139","USD","false","nightly","139","139","$139",,"USD","0","Room in aparthotel","4.5","https://www.airbnb.com/rooms/50569057"
"Paris, Île-de-France, France","48.886","2.313","Spacious and elegant double room","2","1","205","$205","USD","false","nightly","205","205","$205",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/48446746"
"Paris, Île-de-France, France","48.87669","2.33792","Chambre simple Petit déjeuner inclus","1","1","205","$205","USD","false","nightly","205","205","$205",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/50692080"
"Paris, Île-de-France, France","48.86858","2.3943","Supérieure Double","2","1","196","$196","USD","false","nightly","196","196","$196",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/41393961"
"Paris, Île-de-France, France","48.86947","2.36375","Paris: chambre double","2","1","227","$227","USD","false","nightly","227","227","$227",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/52121261"
"Paris, Île-de-France, France","48.86676","2.36919","Chambre Luxe","2","1","211","$211","USD","false","nightly","211","211","$211",,"USD",,"Room in boutique hotel","4","https://www.airbnb.com/rooms/34501682"
